CODIGO;ENTIDAD;NOMBRE FANTASIA;DIRECCION;COMUNA;HORARIO REFERENCIAL;UTM;GEOGRAFICAS
93740;Fullcarga;JOSE LUIS MALDONADO MIRAN;CALLE HUERFANOS 864;SANTIAGO;;346765:6298796;-33.43958188408329:-70.64904339367484
93742;Fullcarga;DON PATO ;SARGENTO ALDEA REF.EZQUINA ARTURO PRAT 975;SANTIAGO;;347051:6295621;-33.468248787824756:-70.64650742959485
93745;Fullcarga;PANADERIA STANDARD STGO;CALLE BASCUNAN GUERRERO 2002;SANTIAGO;;344688:6294980;-33.47327921127945:-70.67146045454543
93746;Fullcarga;PAN SANTIAGO;CALLE HERRERA  1202;SANTIAGO;;344012:6299650;-33.4315266476702:-70.6786025710118
93748;Fullcarga;EVITA;CARMEN 1443;SANTIAGO;;347833:6296170;-33.463472987372:-70.6380866065667
93761;Fullcarga;CIRCULO_NET PENALOLEN;AVDA PORTUGAL  813 LOCAL 1;SANTIAGO;;348123:6297281;-33.4530348148148:-70.63411537037037
93765;Fullcarga;A.B.C.A.D.;AVDA ESPAÑA  704;SANTIAGO;;345023:6296802;-33.45719226:-70.66830275
93766;Fullcarga;LA UNIVERSAL SANTIAGO;CALLE CARMEN 1702;SANTIAGO;;347893:6295692;-33.46732404761905:-70.6368669047619
93767;Fullcarga;EL ARCA DE NOE SANTIAGO;CALLE SAN PABLO  2019;SANTIAGO;;345271:6299307;-33.43464144:-70.66520443
93770;Fullcarga;NELIDA JEANNETTE DEL PILA;CALLE ARAUCO  178;SANTIAGO;;348749:6295380;-33.47054878:-70.62846891
93774;Fullcarga;DANY SANTIAGO;CALLE BERTA FERNANDEZ  2298;SANTIAGO;;347906:6294860;-33.47483109318996:-70.63686157706094
93775;Fullcarga;PRALINE;OBISPO MIGUEL DE OLIVARES 1422 A;SANTIAGO;;346167:6297684;-33.4491177398052:-70.6550942329928
93779;Fullcarga;PARINACOTA JOYAS SANTIAGO;CALLE MONJITAS  879 local 192;SANTIAGO;;346709:6299080;-33.43701291:-70.64959414
93780;Fullcarga;PROIN SANTIAGO;AVDA RICARDO CUMMING  51;SANTIAGO;;344993:6298089;-33.44529657407408:-70.66764629629628
93785;Fullcarga;LOS TOPOS;AVDA VIEL  1989;SANTIAGO;;346108:6295054;-33.47282291666667:-70.65617722222223
93787;Fullcarga;VANESSA;SANTA MARGARITA 1701;SANTIAGO;;344182:6295516;-33.468377989:-70.676811008
93804;Fullcarga;DIARIOS Y REVISTAS;AV LIBERTADOR BERNARDO OHIGGINS  672;SANTIAGO;;347137:6298420;-33.4430225:-70.6451058333333
93821;Fullcarga;OASIS;CALLE SAN JORGE  265 LOCAL 1;LA FLORIDA;;353420:6285660;-33.5589533859661:-70.5796339718273
93835;Fullcarga;GABE;SANTA CONSUELO  1750;LA PINTANA;;346976:6285112;-33.56257954545453:-70.64853575757576
93837;Fullcarga;LA CASERITA;4 ORIENTE  547;QUILICURA;;340193:6306144;-33.37197094594763:-70.71783833684874
93844;Fullcarga;CAVA;VALLE DEL SOL  05614;PUENTE ALTO;;355215:6285837;-33.5571916666667:-70.55969
93845;Fullcarga;MARIA ANGELICA;LA ESTRELLA 1357;PUDAHUEL;;337262:6299388;-33.43244045454544:-70.75055553030305
93857;Fullcarga;KIOSKO CRISTIAN;JAIME GUZMAN  ESQ HOLANDA 3080;PROVIDENCIA;;351507:6298229;-33.4449563888889:-70.5975639814815
93900;Fullcarga;ALEJANDRA;FRAY ANDRES 109;LA REINA;;357686:6297362;-33.453732:-70.531267
93986;Fullcarga;KIOSKO;NUEVA PROVIDENCIA FRENTE AL 2096;PROVIDENCIA;;350235:6300572;-33.42365639666667:-70.61086053599999
93990;Fullcarga;VICTORIA ILUSION;PABLO URZUA  1511;INDEPENDENCIA;;345460:6303007;-33.40102402874461:-70.66178335893305
93993;Fullcarga;JORGE RUBIO;ESCUELA AGRICOLA  FRENTE AL 2419;MACUL;;350647:6293141;-33.490826202087284:-70.60767074606537
94022;Fullcarga;KAMMY;PADRE HURTADO 12683;EL BOSQUE;;345254:6276161;-33.64303454372424:-70.66863322396817
94042;Fullcarga;MICHAEL;AV LAGUNA SUR  8360;PUDAHUEL;;337172:6296317;-33.46022417055632:-70.7520886943299
94061;Fullcarga;EL PROGRESO;VICTOR CUCCUINI  299;RECOLETA;;347764:6302708;-33.4040516666667:-70.637065
94066;Fullcarga;CATITA;SALOMON CORVALAN  1650;CERRO NAVIA;;338689:6300911;-33.4193215653482:-70.7355095278729
94097;Fullcarga;PILEN DE CAUQUENES;GAMERO  1266 B;INDEPENDENCIA;;345962:6300822;-33.420795717844754:-70.6567611986075
94098;Fullcarga;LAURA PAMELA;ECHEVERRIA  1071;INDEPENDENCIA;;346220:6300348;-33.42510686991869:-70.65406300813008
94103;Fullcarga;GIRASOL;AV SUR  1237;MAIPU;;335280:6289509;-33.52131227300468:-70.77369006106713
94109;Fullcarga;EL ROSARIO;SANTA MARTA  1206;SAN BERNARDO;;344662:6281831;-33.5922255345434:-70.6745988083543
94110;Fullcarga;UNKUANTOHAY;CAMINO A RINCONADA  1900 INTERIOR;MAIPU;;334367:6291033;-33.507436523392094:-70.78322806347565
94120;Fullcarga;EL RUBIO;ARTESANO (PZA ABAST TIRSO MOL) 750 LOCAL 102;RECOLETA;;346566:6299626;-33.431779:-70.650474
94122;Fullcarga;RSV ENTRETENIMIENTOS EIRL;SAN PABLO  6036;LO PRADO;;340105:6298152;-33.44400662169373:-70.72020054330284
94126;Fullcarga;MARTA SANTIBAÑEZ;CALLE GABRIELA MISTRAL   4619;SAN JOAQUIN;;348884:6292258;-33.498428532051285:-70.62677643660969
94131;Fullcarga;JUDITH;INDEPENDENCIA  2251;INDEPENDENCIA;;345475:6302519;-33.40542726190476:-70.66170154761906
94133;Fullcarga;LAS PRINCESAS;LO OVALLE  541;SAN MIGUEL;;346580:6290266;-33.51605333167447:-70.65191261020668
94137;Fullcarga;JUANITO;SAN VICENTE DE PAUL  4421;MACUL;;352472:6292664;-33.4952676732168:-70.58809761914253
94147;Fullcarga;CORAOS;PANGAL  2294;MAIPU;;334090:6291006;-33.50752296568626:-70.786205
94153;Fullcarga;NANYVAN;ANTARES  714;MAIPU;;337653:6292191;-33.497385837380946:-70.74764979011904
94154;Fullcarga;RSV ENTRETENIMIENTOS EIRL;LA ESTRELLA  1025 B;PUDAHUEL;;337053:6298538;-33.440180453265455:-70.75296207095674
94159;Fullcarga;TIENDA UPA!-SHELL  (F.149);PEDRO FONTOVA 6739;HUECHURABA;;344623:6307565;-33.360210038962:-70.6705606170786
94181;Fullcarga;EL TATA NANO;CALLE HERMANOS CARRERA  4311;ESTACION CENTRAL;;342693:6294885;-33.47385079710144:-70.69294644927538
94182;Fullcarga;SANTA TERESITA PENALOLEN;CALLE ICTINOS   1148;PEÑALOLEN;;354992:6295914;-33.46630710317461:-70.56046365079365
94191;Fullcarga;URIEL ORDOÑES;AV VITACURA  FRENTE AL 7045;VITACURA;;354474:6304728;-33.3868793912596:-70.56461063541606
94200;Fullcarga;SUPER MARIO;AV SANTA ROSA  6494;LA GRANJA;;348059:6289746;-33.52095416666665:-70.63608583333333
94201;Fullcarga;LAS PEQUES;RIO GUADIANA  9098;LAS CONDES;;357035:6301942;-33.41222813233223:-70.53752150024262
94220;Fullcarga;SANDRA TAPIA;AV PRESIDENTE SALVADOR ALLENDE  5603;HUECHURABA;;348662:6305710;-33.37711113888245:-70.62690822114224
94222;Fullcarga;ESTESY Y BENJY;SAN LUIS  0389 A;QUILICURA;;337570:6306901;-33.36515202:-70.74645902
94226;Fullcarga;LA BOTICA CUBANA;AV RECOLETA  432;RECOLETA;;346941:6300031;-33.4280649501528:-70.64636242800366
